company_clean,company,sector,sector_group,revenue_band,revenue_rank,employee_band,employee_rank,company_score,reviews_count
"Bullhorn, Inc.","Bullhorn, Inc.",,,,,,,,
Bully Pulpit Interactive,Bully Pulpit Interactive,,,XS,2.0,S,3.0,4.0,3.0
Bumble,Bumble,Information Technology,Information Technology,,,S,3.0,4.0,18.0
"Bumble Bee Foods, Llc","Bumble Bee Foods, LLC",Food and Beverage Production,Food and Beverage,XL,6.0,L,5.0,3.9,38.0
Buncombe County Government,Buncombe County Government,Government and Public Administration,Government,,,XL,6.0,3.9,35.0
Bundren Painting,Bundren Painting,Construction,Construction,,,,,4.3,3.0
Bunge,Bunge,Manufacturing,Product Manufacturing,XXXL,8.0,XXXL,8.0,4.1,1461.0
Bunkhouse Group,Bunkhouse Group,,,XXS,1.0,XXXS,0.0,1.0,1.0
Bunzl,Bunzl,Transportation and Logistics,Transportation and Logistics,XXXL,8.0,XXL,7.0,3.0,620.0
Bunzlretail Services.,BunzlRetail Services.,,,,,,,,
Burberry,Burberry,"Department Stores, Clothing, and Shoe Stores",Sales,XL,6.0,XXXL,8.0,3.6,741.0
Bureau Veritas,Bureau Veritas,Management and Consulting,Consulting,XXL,7.0,XXXL,8.0,3.6,2684.0
Burger King,Burger King,Restaurants and Food Services,Restaurants and Food Services,M,4.0,XXXL,8.0,3.4,52527.0
Burgess Cellars,Burgess Cellars,,,XXS,1.0,XS,2.0,,
Burgesstek,Burgesstek,,,,,,,,
Burk Royalty Co. Ltd,Burk Royalty Co. Ltd,"Energy, Mining, and Public Infrastructure",Energy and Infrastructure,,,,,4.5,2.0
Burke Hospitality Group,Burke Hospitality Group,Restaurants and Cafes,Restaurants and Food Services,,,,,,
Burkey Construction,Burkey Construction,,,,,,,5.0,1.0
Burkland Associates,Burkland Associates,Business Consulting,Consulting,,,S,3.0,3.0,4.0
Burlington Medical,Burlington Medical,Healthcare Product Manufacturing,Product Manufacturing,,,S,3.0,3.4,34.0
"Burlington Medical, Llc","Burlington Medical, LLC",Healthcare Product Manufacturing,Product Manufacturing,,,S,3.0,3.4,34.0
Burlington Safety Laboratory Inc,Burlington Safety Laboratory Inc,Manufacturing,Product Manufacturing,,,,,2.0,1.0
Burlington Stores,Burlington Stores,Wholesale and Retail Sales,Sales,XXL,7.0,XXXL,8.0,3.2,12529.0
"Burnco Texas, Llc","BURNCO Texas, LLC","Construction, Repair, and Maintenance Services",Construction,M,4.0,XL,6.0,2.9,159.0
Burner Design And Control,Burner Design and Control,,,,,,,4.0,1.0
Burner Design Control,Burner Design Control,,,,,S,3.0,,
Burnett Therapeutic Services Inc,BURNETT THERAPEUTIC SERVICES INC,,,,,,,,
"Burnett Therapeutic Services, Inc.","Burnett Therapeutic Services, Inc.",Healthcare,Health,,,XS,2.0,3.8,39.0
Burns & Mcdonnell,Burns & McDonnell,"Construction, Repair, and Maintenance Services",Construction,XL,6.0,XXL,7.0,3.6,307.0
Burns & Scalo Roofing Company,Burns & Scalo Roofing Company,"Construction, Repair, and Maintenance Services",Construction,,,,,3.5,10.0
Burns Industrial Equipment,Burns Industrial Equipment,,,,,,,3.0,1.0
Burns Paiute Tribe,Burns Paiute Tribe,Government and Public Administration,Government,XXXS,0.0,XXXS,0.0,3.1,9.0
Burohappold Engineering,BuroHappold Engineering,Architecture and Engineering,Construction,M,4.0,XL,6.0,3.8,64.0
Burrell Behavioral Health,Burrell Behavioral Health,Healthcare,Health,L,5.0,XL,6.0,2.5,326.0
Burris Company Inc.,Burris Company Inc.,,,,,,,3.0,1.0
Burro,Burro,Souvenir and Gift Shops,Sales,,,XXXS,0.0,3.3,3.0
Burton+Burton,burton+BURTON,Wholesale and Retail Sales,Sales,,,S,3.0,3.0,25.0
Bus Patrol,Bus Patrol,Vehicle Repair and Maintenance,Automotive,,,,,5.0,2.0
Busch Vacuum Solutions,Busch Vacuum Solutions,Manufacturing,Product Manufacturing,,,,,3.2,70.0
Busey Bank,Busey Bank,Finance,Finance,M,4.0,XL,6.0,3.4,105.0
Bushnell Center For The Performing Arts,Bushnell Center for the Performing Arts,,,,,XS,2.0,,
Busiapp Corporation,BusiApp Corporation,Telecommunications,Information Technology,,,,,,
Business Advantage Consulting,Business Advantage Consulting,,,,,,,,
Business Advisory Solutions Group (Basg),Business Advisory Solutions Group (BASG),Business Consulting,Consulting,,,,,,
Business Atelier,Business Atelier,,,,,,,,
Business Consulting Specialists,Business Consulting Specialists,Business Consulting,Consulting,,,,,,
Business Development Corporation Of The Northern...,Business Development Corporation of the Northern...,,,,,,,,
Business Integra,Business Integra,Management and Consulting,Consulting,,,L,5.0,3.9,27.0
Business Integra Inc,Business Integra Inc,Management and Consulting,Consulting,,,L,5.0,3.9,27.0
Business Integra Inc.,Business Integra Inc.,Management and Consulting,Consulting,,,L,5.0,3.9,27.0
Business Intelligence & Informatics Consulting...,Business Intelligence & Informatics Consulting...,,,,,,,,
Business Intelligence Advisors,Business Intelligence Advisors,,,XXS,1.0,XS,2.0,,
Business Intelligence Analyst,Business Intelligence Analyst,,,,,,,5.0,1.0
Business Made Simple + Storybrand,Business Made Simple + StoryBrand,,,,,,,,
"Business Promotion Consultants, Inc. (Bpc)","Business Promotion Consultants, Inc. (BPC)",,,,,,,,
Business Solution Technologies,Business Solution Technologies,,,,,,,,
Business Value Intelligence Services Inc,BUSINESS VALUE INTELLIGENCE SERVICES INC,,,,,,,,
Business Wire,Business Wire,,,S,3.0,S,3.0,3.0,22.0
Businessolver,Businessolver,IT Support,Information Technology,,,XL,6.0,2.8,96.0
Buspatrol,BusPatrol,Information Technology,Information Technology,,,M,4.0,2.9,18.0
Busy Season Staffing Solutions,Busy Season Staffing Solutions,Human Resources,Human Resources,,,,,,
Butler Machinery Company,Butler Machinery Company,"Construction, Repair, and Maintenance Services",Construction,M,4.0,L,5.0,3.3,33.0
Butler-Cohen Design + Build,Butler-Cohen Design + Build,,,,,,,,
Butte County,Butte County,Government and Public Administration,Government,,,,,3.7,19.0
"Butte County, Ca","Butte County, CA",Government and Public Administration,Government,,,,,3.1,9.0
Butterball,Butterball,Food and Beverage Production,Food and Beverage,XL,6.0,XXL,7.0,3.5,1134.0
Butterfly Effects,Butterfly Effects,Healthcare,Health,S,3.0,XL,6.0,3.1,263.0
Butterfly Technology,Butterfly Technology,,,,,,,,
Buxton,Buxton,IT Support,Information Technology,XS,2.0,XXXS,0.0,3.7,7.0
"Buyers Edge Platform, Llc","Buyers Edge Platform, LLC",,,,,,,,
Buyers Products- Biweek,Buyers Products- BIWEEK,,,,,,,,
Buyspry,BuySPRY,Wholesale and Retail Sales,Sales,,,S,3.0,3.3,22.0
Buzz Clan,Buzz clan,,,,,,,,
Buzz Solutions,Buzz Solutions,,,,,XS,2.0,,
Buzzclan,BuzzClan,Information Technology,Information Technology,XXS,1.0,XS,2.0,2.3,4.0
Buzzclan Llc,BuzzClan LLC,Information Technology,Information Technology,XXS,1.0,XS,2.0,2.3,4.0
Buzzclan Private Limited,BuzzClan Private Limited,Management and Consulting,Consulting,,,,,,
"Buzzi Unicem Usa, Inc.","Buzzi Unicem USA, Inc.",Manufacturing,Product Manufacturing,L,5.0,XL,6.0,3.5,104.0
Bva,BVA,Telecommunications,Information Technology,,,,,3.0,5.0
Bw Retail Solutions,BW Retail Solutions,,,,,,,3.4,19.0
Bwe,BWE,,,,,,,3.0,5.0
Bwe Investment Sales (Bellwether Enterprise),BWE Investment Sales (Bellwether Enterprise),,,,,,,,
Bwf,BWF,Management and Consulting,Consulting,,,S,3.0,3.8,8.0
Bwx Technologies,BWX Technologies,Aerospace and Defense,Government,XL,6.0,XXL,7.0,2.9,123.0
Bxgi,BXGI,,,,,,,,
Bxt Partners,BXT Partners,Software Development,Information Technology,,,,,,
By Light Professional It Services Llc,By Light Professional IT Services LLC,IT Support,Information Technology,L,5.0,XL,6.0,3.7,216.0
Byd Coach & Bus Llc,BYD COACH & BUS LLC,Transportation Equipment Manufacturing,Product Manufacturing,XL,6.0,XXXL,8.0,2.8,141.0
Bye Bye House,Bye Bye House,,,,,,,,
"Byl Risk Management, Llc","BYL Risk Management, LLC",Accounting and Taxes,Finance,XS,2.0,S,3.0,4.0,24.0
Byline Bank.,Byline Bank.,,,,,,,,
Byrna Technologies Inc,Byrna Technologies Inc,Manufacturing,Product Manufacturing,,,S,3.0,3.0,4.0
Byrne,Byrne,,,,,,,4.9,7.0
Byrne Consulting,Byrne Consulting,,,,,,,,
"Byrne Electrical Specialists, Inc","Byrne Electrical Specialists, Inc",Manufacturing,Product Manufacturing,S,3.0,M,4.0,2.8,57.0
Byrne Software Technologies,Byrne Software Technologies,,,XS,2.0,S,3.0,2.0,2.0
Bytecubit Technologies,Bytecubit Technologies,IT Support,Information Technology,,,,,,
Bytedance,ByteDance,Information Technology,Information Technology,,,XXXL,8.0,4.2,86.0
C & A Service,C & A Service,Chemical Product Manufacturing,Product Manufacturing,,,,,,
C & K Holdings,C & K Holdings,,,,,,,5.0,1.0
C + A Global,C + A Global,Consumer Products and Services,Sales,XXS,1.0,M,4.0,3.1,16.0
C C Creations,C C Creations,Commercial Printing,Product Manufacturing,,,,,3.1,35.0
C F Services,C F Services,,,,,,,,
C Level Services,C Level Services,Construction,Construction,,,,,,
C Space,C Space,Business Consulting,Consulting,M,4.0,M,4.0,3.7,11.0
C Spire,C Spire,Telecommunications,Information Technology,,,XL,6.0,3.4,324.0
C Squared Social,C Squared Social,,,,,S,3.0,4.1,7.0
"C&G Consulting, Inc.","C&G Consulting, Inc.",,,,,,,,
"C&S Cleaning Supply, Llc","C&S Cleaning Supply, LLC",Wholesale and Retail Sales,Sales,,,,,,
"C&S Wholesale Grocers, Inc.","C&S Wholesale Grocers, Inc.",Wholesale Trade,Sales,XXXL,8.0,,,3.2,1991.0
C&W Services,C&W Services,Real Estate,Real Estate,L,5.0,XXXL,8.0,3.0,478.0
C-A-L Ranch Stores,C-A-L Ranch Stores,,,,,,,,
C-Automation,C-Automation,,,,,,,,
C. Ellet'S Steakhouse,C. Ellet's Steakhouse,Restaurants and Food Services,Restaurants and Food Services,,,,,4.0,1.0
C. Mondavi & Family,C. Mondavi & Family,,,XS,2.0,S,3.0,2.0,1.0
C. S. Mccrossan,C. S. McCrossan,Construction,Construction,,,M,4.0,,
C.C. Creations,C.C. Creations,Commercial Printing,Product Manufacturing,,,,,3.1,35.0
C.H. Robinson,C.H. Robinson,Transportation and Logistics,Transportation and Logistics,XXXL,8.0,XXXL,8.0,3.4,1568.0
C.R. England,C.R. England,Transportation and Logistics,Transportation and Logistics,L,5.0,XXL,7.0,3.3,4330.0
C.W. Enterprise,C.W. Enterprise,,,,,,,3.0,3.0
C1S Group,C1S Group,,,,,,,5.0,1.0
C2 Gps- Southeast Texas,C2 GPS- Southeast Texas,,,,,,,,
"C2 Technology Solutions, Inc.","C2 Technology Solutions, Inc.",,,XXS,1.0,XS,2.0,,
C2Fo,C2FO,Financial Transaction Processing,Finance,XS,2.0,S,3.0,3.5,8.0
C3 Ai,C3 AI,Information Technology,Information Technology,M,4.0,L,5.0,2.0,1.0
Ca Ventures,CA Ventures,Real Estate,Real Estate,XXXL,8.0,XL,6.0,3.6,55.0
Caastle,CaaStle,Information Technology,Information Technology,,,M,4.0,2.3,38.0
Cab Construction,CAB Construction,,,,,,,2.0,3.0
Caban Systems,Caban Systems,Telecommunications,Information Technology,,,,,1.0,2.0
Cabarrus County Schools,Cabarrus County Schools,Education,Education,M,4.0,XL,6.0,3.9,111.0
Cabarrus Rowan Community Health Centers,Cabarrus Rowan Community Health Centers,Healthcare,Health,,,S,3.0,1.8,12.0
Cabela'S,Cabela's,Wholesale and Retail Sales,Sales,XL,6.0,XXXL,8.0,3.4,2946.0
Cabell Huntington Hospital/St. Mary,Cabell Huntington Hospital/St. Mary,,,,,,,,
Cabinet Peaks Medical Center,Cabinet Peaks Medical Center,Healthcare,Health,,,M,4.0,4.3,12.0
Cabinetworks Group,Cabinetworks Group,Manufacturing,Product Manufacturing,XL,6.0,XXL,7.0,2.9,441.0
Cable One,Cable ONE,Telecommunications,Information Technology,,,XL,6.0,3.6,285.0
Cablelabs,CableLabs,,,,,M,4.0,4.4,14.0
Cabot Properties Job Board,Cabot Properties Job Board,,,,,,,,
Cabrillo College,Cabrillo College,Education,Education,XS,2.0,XL,6.0,4.4,54.0
Cache County Corp.,Cache County Corp.,Government and Public Administration,Government,,,,,5.0,1.0
"Cache Creek Casino Resort (Brooks, Ca)","Cache Creek Casino Resort (Brooks, CA)",Tourism and Accommodation,Tourism and Accommodation,M,4.0,XL,6.0,3.8,171.0
Caci,CACI,Aerospace and Defense,Government,XL,6.0,XXXL,8.0,3.8,2136.0
Caden,Caden,,,,,,,4.2,5.0
Cadence Bank,Cadence Bank,Finance,Finance,,,XXL,7.0,3.5,421.0
Cadence Design Systems,Cadence Design Systems,Manufacturing,Product Manufacturing,XL,6.0,XXL,7.0,4.2,227.0
Cadence Education,Cadence Education,Education,Education,XS,2.0,XXL,7.0,2.9,440.0
Cadence Innovations Group,Cadence Innovations Group,,,,,,,,
Cadent,Cadent,,,,,,,3.2,17.0
Cadre5,Cadre5,,,XXS,1.0,XS,2.0,5.0,1.0
Cadrex Agawam,Cadrex Agawam,,,,,,,,
Cadrex Chaska,Cadrex Chaska,,,,,,,,
Cadrex Mukilteo,Cadrex Mukilteo,,,,,,,,
Cadrex Seguin,Cadrex Seguin,,,,,,,,
Cae,CAE,Architecture and Engineering,Construction,,,,,3.8,39.0
Caelum Research Corporation,Caelum Research Corporation,IT Support,Information Technology,S,3.0,M,4.0,3.7,30.0
Caerus Corp,Caerus Corp,Healthcare Product Manufacturing,Product Manufacturing,S,3.0,M,4.0,,
Caerus Operating Llc,Caerus Operating LLC,,,,,,,,
Caes,CAES,Education,Education,,,,,2.6,14.0
Caesars Entertainment,Caesars Entertainment,Gambling,Entertainment,XXL,7.0,XXXL,8.0,3.7,5385.0
Caesarstone,Caesarstone,Industrial Equipment Services,Product Manufacturing,,,,,3.0,80.0
"Caf, Inc.","CAF, Inc.",Manufacturing,Product Manufacturing,XS,2.0,XS,2.0,3.6,9.0
Cafe Valley Bakery,Cafe Valley Bakery,Food and Beverage Production,Food and Beverage,M,4.0,XL,6.0,2.9,191.0
Cahoot.Ai,Cahoot.ai,,,,,,,,
Cahuilla Casino Hotel,Cahuilla Casino Hotel,Hotels and Resorts,Tourism and Accommodation,XS,2.0,S,3.0,3.4,30.0
Cai,CAI,Biotechnology,Pharmaceuticals and Biotechnology,,,,,1.8,5.0
Caidya,Caidya,,,,,,,,
Cairo Cloud Technologies Llc,Cairo Cloud Technologies LLC,IT Support,Information Technology,,,,,,
Cake,Cake,Restaurants and Food Services,Restaurants and Food Services,XXS,1.0,XS,2.0,4.2,19.0
"Cal Pacific Truck Center, Llc","CAL PACIFIC TRUCK CENTER, LLC",Transportation and Logistics,Transportation and Logistics,,,,,4.0,1.0
Cal Poly Corporation,Cal Poly Corporation,Education,Education,M,4.0,XL,6.0,4.1,196.0
"Cal Poly, San Luis Obispo","Cal Poly, San Luis Obispo",Education,Education,M,4.0,XL,6.0,4.1,193.0
"Cal-Tex Protective Coatings, Inc.","Cal-Tex Protective Coatings, Inc.",,,,,,,,
Caladwich Consulting Llc,Caladwich Consulting LLC,National Agencies,Government,,,,,5.0,2.0
Calavo,Calavo,Agrarian,Agrarian,,,,,4.3,7.0
Calcey Technologies,Calcey Technologies,,,,,,,3.8,6.0
Calculated Hire,Calculated Hire,Human Resources Consulting,Human Resources,XXS,1.0,S,3.0,3.9,20.0
Caldwell Community College & Technical Institute,Caldwell Community College & Technical Institute,Education,Education,XS,2.0,L,5.0,4.1,16.0
Caldwell Community College And Technical Institute,Caldwell Community College and Technical Institute,Education,Education,,,,,4.4,14.0
"Caldwell Watson Real Estate Group, Inc.","Caldwell Watson Real Estate Group, Inc.",,,XXXS,0.0,XXXS,0.0,3.0,2.0
Calendars.Com,Calendars.com,Toy Stores and Craft Shops,Entertainment,,,,,4.1,12.0
Calendly,Calendly,Software Development,Information Technology,,,L,5.0,3.5,4.0
Caleres Inc.,Caleres Inc.,Wholesale and Retail Sales,Sales,XL,6.0,XXXL,8.0,3.3,310.0
Calero,CALERO,,,S,3.0,M,4.0,2.7,3.0
"Calhoun International, Llc","Calhoun International, LLC",Consulting and Business Services,Consulting,XXS,1.0,XS,2.0,3.6,31.0
Calhr,CalHR,Government and Public Administration,Government,,,,,3.8,5.0
Caliber Financial Services,Caliber Financial Services,,,,,,,,
Caliber Holdings Llc,Caliber Holdings LLC,,,,,,,,
Caliber Inc,Caliber Inc,Human Resources,Human Resources,,,XS,2.0,,
Calibery Software Llc,Calibery Software LLC,IT Support,Information Technology,,,,,,
Calibi Consulting,Calibi Consulting,Software Development,Information Technology,,,,,,
"Calibre Systems, Inc.","CALIBRE Systems, Inc.",,,,,,,,
Calico,CALICO,Wholesale and Retail Sales,Sales,,,,,3.3,80.0
Caliente Harley Davidson,Caliente Harley Davidson,Automotive Industry,Automotive,,,,,4.0,14.0
"Califia Farms, Llc","Califia Farms, LLC",Restaurants and Food Services,Restaurants and Food Services,M,4.0,S,3.0,3.7,26.0
California Aeronautical University,CALIFORNIA AERONAUTICAL UNIVERSITY,Education,Education,,,XXL,7.0,2.7,10.0
California Air Resources Board,California Air Resources Board,State and Regional Agencies,Government,,,XL,6.0,3.6,17.0
California Alliance Of Child And Family Services,California Alliance of Child and Family Services,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,XXXS,0.0,,
"California Automotive Retailing Group, Inc","California Automotive Retailing Group, Inc",,,,,,,5.0,1.0
California Bank & Trust,California Bank & Trust,Banking and Credit Services,Finance,,,XL,6.0,3.9,115.0
California Baptist University,California Baptist University,Education,Education,M,4.0,M,4.0,4.4,209.0
California Closets,California Closets,Furniture and Home Goods Stores,Sales,L,5.0,XL,6.0,3.4,266.0
California Closets Corporate,California Closets Corporate,,,,,,,,
California Coast Credit,California Coast Credit,,,,,,,,
California Correctional Health Care Services,California Correctional Health Care Services,Healthcare,Health,,,XXXL,8.0,3.2,53.0
California Creative Solutions Inc.,California Creative Solutions Inc.,,,,,,,,
California Credit Union,California Credit Union,Finance,Finance,S,3.0,S,3.0,4.1,39.0
California Dental Association,California Dental Association,Healthcare,Health,XS,2.0,S,3.0,3.1,32.0
California Department Of Developmental Services,California Department of Developmental Services,Government and Public Administration,Government,,,XL,6.0,2.3,6.0
California Department Of Finance,California Department of Finance,,,,,M,4.0,4.0,1.0
California Department Of Financial Protection &...,California Department of Financial Protection &...,,,,,,,,
California Department Of Fish And Wildlife,California Department of Fish and Wildlife,State and Regional Agencies,Government,,,XL,6.0,3.5,42.0
California Department Of Housing And Community...,California Department of Housing and Community...,,,,,,,,
California Department Of Justice,California Department of Justice,Government and Public Administration,Government,,,XL,6.0,4.1,34.0
California Department Of Public Health,California Department of Public Health,Government and Public Administration,Government,,,M,4.0,3.6,97.0
California Department Of Social Services,California Department of Social Services,Government and Public Administration,Government,XXXS,0.0,XL,6.0,4.2,5204.0
California Employment Development Department (Edd),California Employment Development Department (EDD),Government and Public Administration,Government,XXXS,0.0,XXL,7.0,3.9,213.0
California Energy Commission,California Energy Commission,,,,,M,4.0,4.1,28.0
California Faucets Inc.,California Faucets Inc.,,,,,,,4.0,1.0
California Health & Wellness,California Health & Wellness,,,,,M,4.0,2.7,16.0
California Hospital Medical Center,California Hospital Medical Center,Healthcare,Health,XXL,7.0,XXXL,8.0,3.8,3317.0
California Housing Partnership,California Housing Partnership,NGOs and Nonprofit Organizations,Nonprofit Organizations,,,,,,
California Institute Of Integral Studies,California Institute of Integral Studies,Healthcare,Health,XS,2.0,S,3.0,4.0,16.0
California Institute Of Technology,California Institute of Technology,Education,Education,XL,6.0,XL,6.0,4.1,151.0
California Institute Of The Arts,California Institute of the Arts,Universities and Professional Schools,Education,S,3.0,M,4.0,4.0,39.0
California Iso,California ISO,"Energy, Mining, and Public Infrastructure",Energy and Infrastructure,M,4.0,L,5.0,3.9,29.0
California Lutheran University,California Lutheran University,Education,Education,M,4.0,L,5.0,4.4,103.0
California Professional Firefighters,California Professional Firefighters,,,,,,,,
California Public Employees' Retirement System...,California Public Employees' Retirement System...,,,,,,,,
California Resources Corporation,California Resources Corporation,,,XL,6.0,XL,6.0,3.4,68.0
California School Employees Association,California School Employees Association,NGOs and Nonprofit Organizations,Nonprofit Organizations,S,3.0,M,4.0,2.8,24.0
California State Lottery,CALIFORNIA STATE LOTTERY,State and Regional Agencies,Government,,,L,5.0,4.3,12.0
California State University,California State University,Education,Education,,,XXL,7.0,4.3,1139.0
California State University Stanislaus,California State University Stanislaus,Education,Education,,,,,4.4,45.0
"California State University, Fullerton","California State University, Fullerton",Education,Education,,,,,4.3,188.0
"California State University, Long Beach","California State University, Long Beach",Education,Education,M,4.0,XXL,7.0,4.4,216.0
"California State University, Los Angeles","California State University, Los Angeles",Education,Education,M,4.0,XL,6.0,4.2,117.0
"California State University, Monterey Bay","California State University, Monterey Bay",Education,Education,XS,2.0,M,4.0,4.3,83.0
"California State University, San Bernardino","California State University, San Bernardino",Education,Education,M,4.0,XL,6.0,4.4,240.0
"California Steel Industries, Inc.","California Steel Industries, Inc.",Manufacturing,Product Manufacturing,M,4.0,L,5.0,3.9,52.0
